0.009150, 0.018862, 0.029277, 0.040492, 0.052520, 0.065242, 0.078380, 0.091510, 0.104123, 0.115726, 0.125938, 0.134553, 0.141541, 0.147011, 0.151175, 0.154320, 0.156802, 0.158989, 0.161154, 0.163389, 0.165592, 0.167566, 0.169154, 0.170301, 0.171037, 0.171419, 0.171430, 0.170916, 0.169674, 0.167609, 0.164799, 0.161442, 0.157798, 0.154153, 0.150786, 0.147901, 0.145569, 0.143707, 0.142121, 0.140602, 0.139007, 0.137302, 0.135545, 0.133847, 0.132324, 0.131077, 0.130169, 0.129613, 0.129376, 0.129393, 0.129589, 0.129899, 0.130276, 0.130694, 0.131134, 0.131575, 0.131982, 0.132304, 0.132478, 0.132435, 0.132112, 0.131452, 0.130416, 0.128970, 0.127095, 0.124772, 0.121991, 0.118741, 0.115017, 0.110814, 0.106132, 0.100974, 0.095349, 0.089274, 0.082775, 0.075888, 0.068663, 0.061155, 0.053424, 0.045526, 0.037508, 0.029392, 0.021174, 0.012811, 0.004222, 0.004713, 0.014138, 0.024201, 0.035025, 0.046671, 0.059085, 0.072069, 0.085263, 0.098189, 0.110332, 0.121247, 0.130640, 0.138400, 0.144575, 0.149333
0.009814, 0.020435, 0.031958, 0.044386, 0.057586, 0.071261, 0.084962, 0.098159, 0.110337, 0.121102, 0.130237, 0.137700, 0.143587, 0.148089, 0.151482, 0.154124, 0.156405, 0.158636, 0.160946, 0.163252, 0.165360, 0.167108, 0.168429, 0.169358, 0.169972, 0.170272, 0.170104, 0.169242, 0.167553, 0.165083, 0.162009, 0.158585, 0.155108, 0.151873, 0.149108, 0.146902, 0.145187, 0.143774, 0.142450, 0.141061, 0.139561, 0.137996, 0.136461, 0.135067, 0.133915, 0.133073, 0.132571, 0.132387, 0.132465, 0.132735, 0.133130, 0.133600, 0.134116, 0.134655, 0.135194, 0.135698, 0.136116, 0.136385, 0.136437, 0.136209, 0.135647, 0.134709, 0.133367, 0.131598, 0.129387, 0.126725, 0.123604, 0.120021, 0.115973, 0.111464, 0.106499, 0.101091, 0.095256, 0.089021, 0.082424, 0.075509, 0.068329, 0.060938, 0.053383, 0.045697, 0.037891, 0.029942, 0.021791, 0.013338, 0.004449, 0.005028, 0.015247, 0.026332, 0.038334, 0.051191, 0.064687, 0.078439, 0.091946, 0.104669, 0.116149, 0.126080, 0.134338, 0.140960, 0.146095, 0.149979
0.010729, 0.022468, 0.035216, 0.048831, 0.062998, 0.077250, 0.091032, 0.103811, 0.115178, 0.124901, 0.132921, 0.139315, 0.144248, 0.147975, 0.150849, 0.153276, 0.155600, 0.157984, 0.160375, 0.162588, 0.164460, 0.165922, 0.167017, 0.167844, 0.168432, 0.168634, 0.168200, 0.166961, 0.164921, 0.162226, 0.159116, 0.155889, 0.152849, 0.150241, 0.148175, 0.146599, 0.145339, 0.144186, 0.142985, 0.141679, 0.140301, 0.138932, 0.137671, 0.136617, 0.135845, 0.135393, 0.135254, 0.135385, 0.135721, 0.136195, 0.136757, 0.137372, 0.138015, 0.138657, 0.139263, 0.139780, 0.140145, 0.140293, 0.140160, 0.139695, 0.138857, 0.137618, 0.135958, 0.133863, 0.131323, 0.128335, 0.124896, 0.121008, 0.116677, 0.111912, 0.106728, 0.101144, 0.095190, 0.088902, 0.082324, 0.075508, 0.068500, 0.061341, 0.054054, 0.046632, 0.039036, 0.031188, 0.022967, 0.014227, 0.004799, 0.005476, 0.016725, 0.028998, 0.042227, 0.056180, 0.070458, 0.084536, 0.097856, 0.109939, 0.120465, 0.129298, 0.136454, 0.142059, 0.146325, 0.149557
0.011852, 0.024829, 0.038783, 0.053391, 0.068167, 0.082538, 0.095951, 0.107977, 0.118367, 0.127044, 0.134053, 0.139530, 0.143698, 0.146898, 0.149543, 0.152005, 0.154483, 0.156952, 0.159247, 0.161210, 0.162779, 0.164010, 0.165032, 0.165904, 0.166494, 0.166534, 0.165815, 0.164297, 0.162089, 0.159404, 0.156530, 0.153770, 0.151376, 0.149472, 0.148030, 0.146898, 0.145883, 0.144837, 0.143702, 0.142498, 0.141293, 0.140174, 0.139230, 0.138537, 0.138142, 0.138051, 0.138230, 0.138625, 0.139173, 0.139824, 0.140539, 0.141287, 0.142037, 0.142748, 0.143368, 0.143832, 0.144076, 0.144039, 0.143671, 0.142934, 0.141801, 0.140253, 0.138278, 0.135869, 0.133022, 0.129738, 0.126021, 0.121881, 0.117329, 0.112385, 0.107071, 0.101418, 0.095465, 0.089257, 0.082842, 0.076264, 0.069556, 0.062730, 0.055764, 0.048602, 0.041144, 0.033252, 0.024761, 0.015490, 0.005267, 0.006040, 0.018487, 0.032003, 0.046351, 0.061115, 0.075753, 0.089688, 0.102420, 0.113612, 0.123109, 0.130904, 0.137092, 0.141851, 0.145464, 0.148322
0.013098, 0.027301, 0.042283, 0.057548, 0.072507, 0.086586, 0.099337, 0.110489, 0.119935, 0.127688, 0.133842, 0.138582, 0.142223, 0.145182, 0.147849, 0.150457, 0.153011, 0.155370, 0.157394, 0.159033, 0.160367, 0.161560, 0.162708, 0.163695, 0.164242, 0.164104, 0.163193, 0.161578, 0.159441, 0.157042, 0.154671, 0.152570, 0.150870, 0.149566, 0.148538, 0.147623, 0.146691, 0.145692, 0.144640, 0.143592, 0.142619, 0.141798, 0.141202, 0.140879, 0.140844, 0.141075, 0.141525, 0.142142, 0.142876, 0.143687, 0.144540, 0.145400, 0.146219, 0.146943, 0.147508, 0.147849, 0.147908, 0.147637, 0.147002, 0.145977, 0.144547, 0.142701, 0.140432, 0.137739, 0.134624, 0.131096, 0.127166, 0.122849, 0.118167, 0.113147, 0.107824, 0.102238, 0.096435, 0.090463, 0.084363, 0.078159, 0.071853, 0.065410, 0.058754, 0.051766, 0.044292, 0.036147, 0.027137, 0.017079, 0.005827, 0.006683, 0.020387, 0.035048, 0.050248, 0.065430, 0.079995, 0.093427, 0.105367, 0.115633, 0.124189, 0.131092, 0.136477, 0.140595, 0.143826, 0.146590
0.014339, 0.029605, 0.045302, 0.060832, 0.075604, 0.089145, 0.101158, 0.111503, 0.120149, 0.127137, 0.132601, 0.136825, 0.140215, 0.143176, 0.145966, 0.148624, 0.151039, 0.153092, 0.154761, 0.156158, 0.157491, 0.158898, 0.160281, 0.161351, 0.161829, 0.161589, 0.160660, 0.159186, 0.157393, 0.155537, 0.153832, 0.152404, 0.151263, 0.150328, 0.149480, 0.148620, 0.147715, 0.146786, 0.145878, 0.145050, 0.144365, 0.143885, 0.143655, 0.143692, 0.143982, 0.144490, 0.145171, 0.145981, 0.146881, 0.147835, 0.148800, 0.149727, 0.150556, 0.151220, 0.151657, 0.151810, 0.151636, 0.151103, 0.150190, 0.148883, 0.147173, 0.145055, 0.142531, 0.139604, 0.136285, 0.132587, 0.128531, 0.124139, 0.119444, 0.114483, 0.109298, 0.103939, 0.098451, 0.092873, 0.087222, 0.081488, 0.075622, 0.069533, 0.063085, 0.056104, 0.048393, 0.039743, 0.029958, 0.018881, 0.006432, 0.007342, 0.022216, 0.037778, 0.053465, 0.068668, 0.082847, 0.095618, 0.106769, 0.116227, 0.123998, 0.130166, 0.134937, 0.138671, 0.141792, 0.144645
0.015427, 0.031464, 0.047516, 0.062980, 0.077362, 0.090332, 0.101710, 0.111413, 0.119414, 0.125783, 0.130754, 0.134715, 0.138077, 0.141117, 0.143909, 0.146376, 0.148431, 0.150086, 0.151499, 0.152932, 0.154569, 0.156333, 0.157919, 0.159022, 0.159481, 0.159294, 0.158572, 0.157499, 0.156283, 0.155093, 0.154026, 0.153102, 0.152277, 0.151480, 0.150660, 0.149813, 0.148973, 0.148185, 0.147497, 0.146956, 0.146610, 0.146495, 0.146624, 0.146987, 0.147557, 0.148300, 0.149180, 0.150161, 0.151205, 0.152269, 0.153298, 0.154226, 0.154986, 0.155515, 0.155760, 0.155681, 0.155250, 0.154450, 0.153270, 0.151703, 0.149748, 0.147406, 0.144684, 0.141594, 0.138152, 0.134381, 0.130308, 0.125966, 0.121398, 0.116648, 0.111767, 0.106798, 0.101778, 0.096716, 0.091592, 0.086344, 0.080865, 0.075005, 0.068578, 0.061371, 0.053168, 0.043760, 0.032977, 0.020721, 0.007017, 0.007939, 0.023754, 0.039877, 0.055693, 0.070645, 0.084321, 0.096476, 0.106987, 0.115801, 0.122933, 0.128530, 0.132920, 0.136522, 0.139693, 0.142607
0.016236, 0.032707, 0.048815, 0.064049, 0.078047, 0.090585, 0.101512, 0.110722, 0.118194, 0.124099, 0.128790, 0.132671, 0.136040, 0.139004, 0.141528, 0.143564, 0.145166, 0.146545, 0.148030, 0.149860, 0.151973, 0.154048, 0.155748, 0.156890, 0.157451, 0.157518, 0.157237, 0.156760, 0.156193, 0.155589, 0.154960, 0.154291, 0.153562, 0.152773, 0.151962, 0.151187, 0.150500, 0.149943, 0.149552, 0.149355, 0.149376, 0.149619, 0.150072, 0.150715, 0.151522, 0.152465, 0.153515, 0.154639, 0.155789, 0.156908, 0.157927, 0.158776, 0.159392, 0.159725, 0.159737, 0.159407, 0.158720, 0.157670, 0.156253, 0.154468, 0.152320, 0.149817, 0.146973, 0.143805, 0.140340, 0.136606, 0.132641, 0.128488, 0.124196, 0.119813, 0.115386, 0.110942, 0.106487, 0.101990, 0.097377, 0.092529, 0.087284, 0.081446, 0.074795, 0.067106, 0.058165, 0.047790, 0.035864, 0.022384, 0.007510, 0.008404, 0.024839, 0.041193, 0.056900, 0.071525, 0.084783, 0.096497, 0.106538, 0.114834, 0.121453, 0.126673, 0.130894, 0.134480, 0.137635, 0.140378
0.016718, 0.033348, 0.049378, 0.064424, 0.078211, 0.090516, 0.101128, 0.109915, 0.116952, 0.122540, 0.127065, 0.130842, 0.134024, 0.136624, 0.138635, 0.140157, 0.141462, 0.142953, 0.144928, 0.147345, 0.149859, 0.152101, 0.153866, 0.155124, 0.155952, 0.156467, 0.156769, 0.156898, 0.156848, 0.156605, 0.156167, 0.155555, 0.154822, 0.154050, 0.153331, 0.152736, 0.152307, 0.152067, 0.152033, 0.152208, 0.152585, 0.153148, 0.153877, 0.154753, 0.155757, 0.156868, 0.158057, 0.159279, 0.160474, 0.161571, 0.162500, 0.163195, 0.163609, 0.163710, 0.163478, 0.162905, 0.161986, 0.160721, 0.159113, 0.157166, 0.154891, 0.152302, 0.149421, 0.146272, 0.142889, 0.139310, 0.135581, 0.131751, 0.127872, 0.123984, 0.120113, 0.116257, 0.112377, 0.108389, 0.104165, 0.099534, 0.094295, 0.088225, 0.081098, 0.072694, 0.062827, 0.051364, 0.038273, 0.023672, 0.007860, 0.008699, 0.025441, 0.041815, 0.057372, 0.071790, 0.084832, 0.096278, 0.105943, 0.113791, 0.120024, 0.125010, 0.129115, 0.132572, 0.135452, 0.137741
0.016937, 0.033613, 0.049638, 0.064700, 0.078496, 0.090687, 0.100992, 0.109359, 0.116009, 0.121300, 0.125567, 0.129019, 0.131728, 0.133734, 0.135178, 0.136390, 0.137850, 0.139924, 0.142589, 0.145476, 0.148179, 0.150474, 0.152330, 0.153827, 0.155072, 0.156123, 0.156962, 0.157522, 0.157748, 0.157632, 0.157215, 0.156591, 0.155889, 0.155241, 0.154741, 0.154441, 0.154358, 0.154496, 0.154840, 0.155370, 0.156061, 0.156891, 0.157845, 0.158911, 0.160078, 0.161321, 0.162600, 0.163856, 0.165018, 0.166014, 0.166780, 0.167270, 0.167454, 0.167318, 0.166856, 0.166068, 0.164957, 0.163527, 0.161784, 0.159739, 0.157409, 0.154814, 0.151983, 0.148948, 0.145750, 0.142435, 0.139055, 0.135658, 0.132284, 0.128956, 0.125664, 0.122363, 0.118962, 0.115327, 0.111284, 0.106629, 0.101143, 0.094599, 0.086783, 0.077505, 0.066624, 0.054084, 0.039960, 0.024486, 0.008054, 0.008842, 0.025698, 0.042077, 0.057637, 0.072079, 0.085079, 0.096310, 0.105592, 0.113022, 0.118916, 0.123636, 0.127461, 0.130520, 0.132853, 0.134537
